/sentences,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
2687,2944,,,,,It has worked fine.
2633,2945,,,,,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.
845,2946,94,neutral,depot,99,"Long story, but after many calls to various  offices, I was told that no one can override the depot and that managers  don't take phone calls or e/mails."
1741,2947,,,,,"I can throw anything at it (and I do), Pictures, video editing, schoolwork."
2914,2948,0,positive,Price,5,Price and purpose is awesome!
2318,2949,10,positive,zooming,17,Wonderful zooming.
153,2950,4,positive,screen,10,"The screen is huge and coloful, but no LED backlighting."
3071,2951,,,,,the two of us use it regularly.
1415,2952,111,neutral,sized,116,"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer."
2946,2953,42,positive,use,45,Everything about this computer is easy to use.
1380,2954,,,,,"  After paying over $1000 for this computer, it was not worth it."
833,2955,17,negative,price,22,"  Worse, for the price I could get a *netbook* that outperforms this machine."
2285,2956,,,,,Very happy with my 7th Toshiba laptop!
2148,2957,,,,,My wife recently purchased an Apple MacBook Pro and our granddaughter fell in love with it and asked for one for her birthday.
2106,2958,19,positive,features,27,It had most of the features and all of the power that I wanted to replace my desktop machine.
2106,2958,43,positive,power,48,It had most of the features and all of the power that I wanted to replace my desktop machine.
2595,2959,0,positive,Keyboard,8,Keyboard was also very nice and had a solid feel.
584,2960,,,,,I will only buy apple laptops from now on.
2244,2961,,,,,I would definitely suggest this laptop!
1966,2962,24,negative,features,32,It did not have all the features I expected it to have.
991,2963,,,,,Just a bunch of idiots who's English as a 5th language is forced at best.
617,2964,90,negative,call center,101,"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe)."
2168,2965,11,positive,backlit keyboard,27,There is a backlit keyboard which is perfect for typing in the dark.
1765,2966,16,positive,memory,22,It has a lot of memory and a great battery life.
1765,2966,35,positive,battery life,47,It has a lot of memory and a great battery life.
778,2967,15,neutral,service rep,26,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!"
778,2967,98,negative,power adapter,111,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!"
1215,2968,,,,,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.
195,2969,,,,,5) Cut my losses and sold it for parts
1,2970,,,,,All I can say is W-O-W.
1707,2971,12,positive,program,19,"I love this program, it is superior to windows movie maker."
1707,2971,39,negative,windows movie maker,58,"I love this program, it is superior to windows movie maker."
530,2972,,,,,"Which is what I did, check out my ACER 5517!"
2553,2973,20,negative,hard drive,30,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.
2553,2973,72,negative,antivirus software,90,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.
1485,2974,95,positive,design,101,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it."
1485,2974,107,positive,beauty,113,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it."
666,2975,,,,,I have loved this since i took it out of the box.
2672,2976,4,positive,price,9,"The price is great for this model, I only plan on using it for media in the entertainment room."
1258,2977,68,negative,Garmin GPS software,87,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.
1258,2977,91,negative,Microsoft Office 2003,112,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.
375,2978,,,,,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey."
63,2979,26,negative,keyboard,34,I've also had to have the keyboard replaced at my expense.
3048,2980,10,negative,staff,15,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer."
3048,2980,58,negative,fan noise,67,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer."
1552,2981,24,positive,price,29,Was very much worth the price i paid.
2598,2982,,,,,"So far, so good."
2112,2983,12,neutral,warranty,20,Even out of warranty!
461,2984,,,,,A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.
2823,2985,40,positive,price,45,This is a great little computer for the price.
2249,2986,,,,,This comes in very handy for me as an educator.
1582,2987,6,positive,screen,12,"Crisp screen, great battery life, and plenty of storage."
1582,2987,20,positive,battery life,32,"Crisp screen, great battery life, and plenty of storage."
1582,2987,48,positive,storage,55,"Crisp screen, great battery life, and plenty of storage."
1141,2988,,,,,  It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.
2140,2989,4,positive,apple associates,20,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed."
1786,2990,,,,,"I was waiting for this model to be released since January, and have been holding off on buying a Macbook Pro until the new model came out."
2023,2991,,,,,I will never buy another HP computer.
351,2992,,,,,So i would not reccomend anyone buying this computer
1389,2993,,,,,You will regret it if you buy any dell.
2545,2994,,,,,i think that anyone looking for a good durrable laptop then this is the way to go.
908,2995,93,negative,screen,99,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use."
867,2996,,,,,It started out getting hot after only a few months.
2898,2997,60,positive,price,65,The Toshiba Satellite has been more than I expected for the price.
