/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
370,342,,,370:3,,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc."
370,342,,,370:4,,Highly recommend for daily use.
370,342,,,370:5,,"We now own two of these, identical."
B0096VDM8G_16_A1O57E5JJJCTEU,343,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B0096VDM8G_16_A1O57E5JJJCTEU,343,SOFTWARE#OPERATION_PERFORMANCE,negative,,,
B0096VDM8G_16_A1O57E5JJJCTEU,343,LAPTOP#CONNECTIVITY,negative,,,
B0096VDM8G_16_A1O57E5JJJCTEU,343,LAPTOP#QUALITY,negative,,,
B0096VDM8G_16_A1O57E5JJJCTEU,343,LAPTOP#GENERAL,negative,,,
B0096VDM8G_16_A1O57E5JJJCTEU,343,COMPANY#GENERAL,positive,,,
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:0,,"This computer periodically crashes (Office, IPhoto, Safari)."
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:1,,It takes a long time to get on the Web and to change Web Sites.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:2,,Locks up she searching for updates.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:3,,Just to be clear.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:4,,I have been an Apple user since they switched to Intel.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:5,,I have had Macbook PROs and Macbook Airs and have never had a problem.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:6,,It seems that this computer might be a lemon.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:7,,I purchased it through Amazon.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:8,,I have had one complaint into the supplier but got little support.
B0096VDM8G_16_A1O57E5JJJCTEU,343,,,B0096VDM8G_16_A1O57E5JJJCTEU:9,,I am taking the computer to Apple to see what they think.
165,344,LAPTOP#DESIGN_FEATURES,positive,,,
165,344,LAPTOP#GENERAL,positive,,,
165,344,LAPTOP#QUALITY,positive,,,
165,344,LAPTOP#OPERATION_PERFORMANCE,positive,,,
165,344,LAPTOP#USABILITY,positive,,,
165,344,COMPANY#GENERAL,positive,,,
165,344,,,165:0,,There are so many wonderful features and benefits to the new MacBook!
165,344,,,165:1,,The #1 reason that is always repeated.
165,344,,,165:2,,No Viruses!
165,344,,,165:3,,This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.
165,344,,,165:4,,I am loyal to Apple.
165,344,,,165:5,,The Macbooks worth every penny.
165,344,,,165:6,,"They're easy, fun, powerful and will last a long time."
165,344,,,165:7,,"The great 18 month same as cash financing and Advance Protection Plan which includes accidents like spills ., which Apple doesn't offer, is why I bought my MacBook at Best Buy."
165,344,,,165:8,,I am very Happy!
B00FU83YWS_12_A35C5C6W0TIZA8,345,POWER_SUPPLY#QUALITY,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,SUPPORT#QUALITY,neutral,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,OPTICAL_DRIVES#QUALITY,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,SOFTWARE#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,LAPTOP#DESIGN_FEATURES,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,COMPANY#GENERAL,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,KEYBOARD#DESIGN_FEATURES,positive,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,KEYBOARD#USABILITY,positive,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,LAPTOP#MISCELLANEOUS,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,LAPTOP#PORTABILITY,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,LAPTOP#USABILITY,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,LAPTOP#QUALITY,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,LAPTOP#GENERAL,negative,,,
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:0,,Disclaimer: I'm a Mac user.
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:1,,"I wanted to love this laptop, which I bought as a transitional laptop to use between jobs, before my new university gave me one."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:2,,"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:3,,"In addition, no matter what I do to change the settings, add/delete Flash, etc., Firefox hangs on start-up."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:4,,It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:5,,The cords always feel like they are in my way.
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:6,,"One positive aspect of this laptop is the keyboard, which is larger than usual."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:7,,It's a pleasure to type on.
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:8,,"My final thoughts: if you are a Mac user, stay away."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:9,,"If you want to travel with this laptop, don't buy it."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:10,,"It's clunky, heavy, and a pain to start up and shut down."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:11,,"If you have zero dollars, consider it."
B00FU83YWS_12_A35C5C6W0TIZA8,345,,,B00FU83YWS_12_A35C5C6W0TIZA8:12,,"If you want ease of use and long-term happiness, buy a Macbook."
22,346,LAPTOP#DESIGN_FEATURES,positive,,,
22,346,LAPTOP#QUALITY,positive,,,
22,346,KEYBOARD#QUALITY,positive,,,
22,346,MOUSE#GENERAL,positive,,,
22,346,DISPLAY#DESIGN_FEATURES,conflict,,,
22,346,GRAPHICS#MISCELLANEOUS,conflict,,,
22,346,LAPTOP#GENERAL,negative,,,
22,346,FANS_COOLING#QUALITY,negative,,,
22,346,FANS_COOLING#OPERATION_PERFORMANCE,negative,,,
22,346,GRAPHICS#GENERAL,neutral,,,
22,346,WARRANTY#GENERAL,negative,,,
22,346,LAPTOP#PRICE,neutral,,,
22,346,COMPANY#GENERAL,negative,,,
22,346,,,22:0,,"With all the goodies inside this machine, it is a value."
22,346,,,22:1,,It is very well built.
22,346,,,22:2,,The keyboard is top notch.
22,346,,,22:3,,The touch pad is among the best.
22,346,,,22:4,,"The screen is huge and coloful, but no LED backlighting."
22,346,,,22:5,,"The video card is great for media, and above average for gaming, but not a gamers first choice."
22,346,,,22:6,,The problem I had with this unit was unresolvable.
22,346,,,22:7,,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error."
22,346,,,22:8,,"I realize that not every unit has this issue, but the ones that do cannot be repaired."
22,346,,,22:9,,"I acually believe the issue is with the Nvidia grafics card, but still requires a return."
22,346,,,22:10,,"Instead of taking another chance on Toshiba, I went with an Asus G73JH-x3."
22,346,,,22:11,,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba."
22,346,,,22:12,,"For the same price, you get a lot more in the Asus....1920x1080 res./ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen..."
22,346,,,22:13,,"Sorry Toshiba, but 1st impressions do count for something."
B0096VDM8G_32_ARJBI2V6ET8A4,347,COMPANY#GENERAL,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,LAPTOP#USABILITY,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,OS#GENERAL,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,HARDWARE#GENERAL,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,LAPTOP#GENERAL,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,DISPLAY#QUALITY,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,KEYBOARD#DESIGN_FEATURES,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,KEYBOARD#USABILITY,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B0096VDM8G_32_ARJBI2V6ET8A4,347,,,B0096VDM8G_32_ARJBI2V6ET8A4:0,,"Fantastic machine, I have never believed the hype behind Apple products, but must admit I am now a Mac user and do not see myself going back."
B0096VDM8G_32_ARJBI2V6ET8A4,347,,,B0096VDM8G_32_ARJBI2V6ET8A4:1,,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great."
B0096VDM8G_32_ARJBI2V6ET8A4,347,,,B0096VDM8G_32_ARJBI2V6ET8A4:2,,More than enough for my use.
B0096VDM8G_32_ARJBI2V6ET8A4,347,,,B0096VDM8G_32_ARJBI2V6ET8A4:3,,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;"
B0096VDM8G_32_ARJBI2V6ET8A4,347,,,B0096VDM8G_32_ARJBI2V6ET8A4:4,,I even installed a windows partition to be able to run Windows software.
B0096VDM8G_32_ARJBI2V6ET8A4,347,,,B0096VDM8G_32_ARJBI2V6ET8A4:5,,"Things just work, they are fluid, easy to use and understand, fast and work well."
B00KMRGF28_215_A3F2WL4GE692P5,348,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,LAPTOP#PRICE,positive,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,COMPANY#GENERAL,positive,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,DISPLAY#DESIGN_FEATURES,positive,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,DISPLAY#QUALITY,positive,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,LAPTOP#DESIGN_FEATURES,neutral,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,LAPTOP#PORTABILITY,neutral,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,LAPTOP#GENERAL,positive,,,
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:0,,"Excellent performance, especially given its price point."
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:1,,It's performing very well after a week's use and I don't anticipate any trouble given my past experiences with Dell pcs.
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:2,,The screen is wide and provides excellent clarity.
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:3,,"In addition to some usage on the road, this is also my desktop unit."
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:4,,"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me."
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:5,,This was recommended to me by an IT support specialist in the local school district.
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:6,,I can appreciate why she recommended it!
B00KMRGF28_215_A3F2WL4GE692P5,348,,,B00KMRGF28_215_A3F2WL4GE692P5:7,,"If you are undecided between a desktop or laptop pc, I strongly recommend this pc as a solution."
230,349,LAPTOP#GENERAL,negative,,,
230,349,LAPTOP#QUALITY,negative,,,
230,349,LAPTOP#DESIGN_FEATURES,negative,,,
230,349,LAPTOP#PRICE,negative,,,
230,349,SUPPORT#QUALITY,negative,,,
230,349,CPU#QUALITY,negative,,,
230,349,FANS_COOLING#QUALITY,negative,,,
230,349,MOTHERBOARD#QUALITY,negative,,,
230,349,WARRANTY#PRICE,neutral,,,
230,349,COMPANY#GENERAL,negative,,,
230,349,,,230:0,,I hate it.
230,349,,,230:1,,I have had the luxury (sarcasm) of owning 2 of these laptops.
230,349,,,230:2,,The first fell apart right after the 1-year-warranty.
230,349,,,230:3,,"During that time, I had to send it back 3 times."
230,349,,,230:4,,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.
230,349,,,230:5,,None of the techs at HP knew what they were doing.
230,349,,,230:6,,"They would repair one thing, send it back and it would still have the same problem."
230,349,,,230:7,,"The processor went on me, the fan went and the motherboard went."
230,349,,,230:8,,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble."
230,349,,,230:9,,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.
230,349,,,230:10,,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.
230,349,,,230:11,,I sent it back AND THEY LOST IT.
230,349,,,230:12,,I waited and waited and no laptop.
230,349,,,230:13,,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.
230,349,,,230:14,,"I waited another month for approval and for them to ""BUILD"" me a new laptop."
230,349,,,230:15,,I was psyched.
230,349,,,230:16,,I thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and I wouldn't have the same problems because it was updated.
230,349,,,230:17,,Here we are another year later and the computer is doing the same thing.
230,349,,,230:18,,HP didn't fix it.
230,349,,,230:19,,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.
230,349,,,230:20,,"I use my friends and family's $2000 laptops and they are fast and reliable and HP, well, I'll never buy or recommend an HP to anyone!"
264,350,COMPANY#GENERAL,positive,,,
264,350,LAPTOP#PORTABILITY,positive,,,
264,350,LAPTOP#QUALITY,positive,,,
264,350,LAPTOP#USABILITY,positive,,,
264,350,LAPTOP#DESIGN_FEATURES,positive,,,
264,350,LAPTOP#MISCELLANEOUS,positive,,,
264,350,OS#DESIGN_FEATURES,positive,,,
264,350,LAPTOP#GENERAL,positive,,,
264,350,,,264:0,,"As a lifelong Windows user, I was extremely pleased to make the change to Mac."
264,350,,,264:1,,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;"
264,350,,,264:2,,"without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere."
264,350,,,264:3,,I highly recommend this computer for students looking for a solid machine to get them through college.
264,350,,,264:4,,"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document."
30,351,LAPTOP#GENERAL,positive,,,
30,351,COMPANY#GENERAL,positive,,,
30,351,,,30:0,,Quite simply this is the best laptop I have ever owned.
30,351,,,30:1,,"I have had several machines over the years, both for personal and business use."
30,351,,,30:2,,All of them were Windows machines.
30,351,,,30:3,,"Don't get me wrong, I am no Microsoft hater, I've just managed to turn into a much bigger Apple fan because of this machine."
30,351,,,30:4,,"For me, five stars is not enough."
166,352,COMPANY#GENERAL,positive,,,
166,352,LAPTOP#OPERATION_PERFORMANCE,positive,,,
166,352,LAPTOP#QUALITY,positive,,,
166,352,SUPPORT#QUALITY,positive,,,
166,352,LAPTOP#USABILITY,positive,,,
166,352,LAPTOP#GENERAL,positive,,,
166,352,SOFTWARE#GENERAL,positive,,,
166,352,SOFTWARE#DESIGN_FEATURES,positive,,,
166,352,SOFTWARE#USABILITY,positive,,,
166,352,LAPTOP#DESIGN_FEATURES,positive,,,
166,352,KEYBOARD#DESIGN_FEATURES,positive,,,
166,352,MOUSE#USABILITY,positive,,,
166,352,LAPTOP#PRICE,neutral,,,
166,352,,,166:0,,I can't imagine EVER buying a PC again!
166,352,,,166:1,,I have had a Mac for 6 years and won't go back to PC.
166,352,,,166:2,,They don't crash.
166,352,,,166:3,,"If a website ever freezes (which is rare), its really easy to force quit."
166,352,,,166:4,,Never been hacked.
166,352,,,166:5,,No viruses.
166,352,,,166:6,,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty."
166,352,,,166:7,,A mac is very easy to use and it simply makes sense.
166,352,,,166:8,,Its also FUN to use!
166,352,,,166:9,,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc."
166,352,,,166:10,,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.
166,352,,,166:11,,She said its very user friendly.
166,352,,,166:12,,"I have had another Mac, but it got slow due to an older operating system."
166,352,,,166:13,,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad."
